DistCode,BldgCode,SchName,Address,City,Zip5,Zip4,AreaCode,Phone3,Phone4,BldgType,Denom,ISDCode,CountyCode,Admin,CntEmail,SchUpdated,MeetReq,SpEdCount,PrtTimeCnt,NeedyCount,InstrHours,InstrDays,ReligYes,ReligNo,CrtPrmYES,CrtPrmNO,CrimCkYES,CrimCkNO,MICert,MIPermits,NoHSDipl,HSDiploma,Bachelors,OtherCert,TotalTeach,Pre_K,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,tot_all,EngRead,Math,SocStudies,Science,USConst,MIConst,History,TCountPrK,TCountK8,TCount9_12,TotTCount,PCountPrK,PCountK8,PCount9_12,TotPCount,OCountPrK,OCountK8,OCount9_12,TotOCounts
82100,07604,CRESCENT ACADEMY INT'L,40440 PALMER ROAD,CANTON,48188,,734,729,1000,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,STEPHANIE FLOWER, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
28010,07605,TRAVERSE BAY CHRISTIAN SCH,1895 NORTH KEYSTONE ROAD,TRAVERSE CITY,49686,,231,929,9504,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,28,28,JASON HARDING,JHARDING@CHARTERINTERNET.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,07599,CORNERSTONE-NEVADA MIDDLE,6861 EAST NEVADA STREET,DETROIT,48234,,313,892,1860,Middle School (6-8 or 6-9),Unaffiliated - Secular,82,82,ERNESTINE SANDERS,ernestine.sanders@cornerstoneschools.org,40106.3391550926,Yes,9,0,87,35,200,No,Yes,No,Yes,Yes,No,5,0,0,1,9,1,16,,,,,,,,46,34,57,,,,,137,1,1,1,1,1,1,1,,16,,16,,1,,1,,,,0
25140,07611,ST THOMAS MORE ACADEMY,6456 EAST BRISTOL ROAD,BURTON,48519,,810,742,2411,Elementary through High School (K-12),Unaffiliated - Secular,25,25,DANIEL LE BLANC,STMA2003@SBCGLOBAL.NET,40096.931412037,Yes,,,,,,Yes,No,No,No,Yes,No,,,,,,,,0,5,7,4,8,6,4,9,14,12,6,15,10,9,109,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
79150,07617,ST LUKE'S LUTHERAN SCHOOL,1056 WELS LANE,VASSAR,48768,,989,823,8400,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),79,79,JOHN F LANGE,STLUKESLES@SBCGLOBAL.NET,40068.7741319444,Yes,0,0,0,35,175,Yes,No,No,No,Yes,No,,,,,,,,0,3,9,1,6,4,5,6,8,9,,,,,51,1,1,1,1,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0
17110,09329,MAPLEWOOD BAPTIST ACADEMY,3255 WEST M-80,KINROSS,49752,9204,906,495,1572,Elementary through High School (K-12),Baptist,17,17,DR TIM RADER,MAPLEWOOD_BLACKBEARS@HOTMAIL.COM,40200.6769791667,No,,,77,30,180,Yes,No,No,No,No,No,0,0,0,0,0,0,6,4,2,7,3,5,5,8,6,10,11,5,4,2,5,77,1,1,1,1,1,1,1,1,4,3,8,0,0,0,0,0,0,0,0
82365,09361,MEADOWBANK SCHOOLS,18888 DIX/TOLEDO ROAD,BROWNSTOWN TOWNSHIP,48192,,734,246,8000,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,BRUCE BOARDMAN,meadowbank@comcast.net,40089.7525694444,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,1,,,,,,1,,5,2,,,,,,,,,,,,7,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
82010,07619,GRANDMONT ROSEDALE PK CHR S,15350 SOUTHFIELD ROAD,DETROIT,48223,,313,835,5640,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,MARY WILLIAMS,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,07623,AL-IKHLAS TRAINING ACADEMY,13490 DWYER STREET,DETROIT,48212,,313,925,0880,Elementary through High School (K-12),Unaffiliated - Secular,82,82,NADIR AHMAD,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63190,07625,EVEREST ACADEMY,5935 CLARKSTON ROAD,CLARKSTON,48348,,248,620,3390,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,63,63,MICHAEL J NALEPA,MNALEPA@EVERESTACADEMY.ORG,40175.7906365741,Yes,24,0,0,25,184,No,Yes,No,Yes,Yes,No,27,0,0,1,3,2,33,24,48,19,39,30,39,35,34,63,54,20,24,,,429,1,1,1,1,1,1,1,2,25,6,33,0,0,0,0,0,0,0,0
82010,07738,WOLVERINE CENTER,2629 LENOX,DETROIT,48215,,313,822,2400,Elementary through High School (K-12),Unaffiliated - Secular,82,82,DANIEL WALL,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
50230,07767,ANTIOCH BAPTIST ACADEMY,30588 DEQUINDRE ROAD,WARREN,48092,,586,558,3050,Elementary through High School (K-12),Baptist,50,50,PASTOR RANDY HOFFMAN,RSLJHOFFMAN@YAHOO.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
69020,07778,GRACE BAPTIST CHRISTIAN SCH,232 S TOWNLINE  PO BOX 177,GAYLORD,49735,,989,731,1221,Elementary through High School (K-12),Baptist,16,69,CHAD VEST,CHAD_VEST@YAHOO.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63010,07783,DETROIT COUNTRY DAY MIDDLE,22400 HILLVIEW LANE,BEVERLY HILLS,48025,,248,646,7717,Middle School (6-8 or 6-9),Unaffiliated - Secular,63,63,GLEN SHILLING,MWELSH@DCDS.EDU,40107.524212963,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,33,0,0,0,1,9,43,,,,,,,,104,120,138,,,,,362,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
65045,07848,BIBLE BAPTIST CHURCH SCHOOL,"3338 MAIN STREET, PO BOX 42",LUPTON,48635,,989,473,3151,Elementary through High School (K-12),Unaffiliated - Religious,72,65,DR PAUL E HEATON,BIBLEBAPTIST@M33ACCESS.COM,40157.6248842593,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,0,0,2,3,5,4,3,2,2,0,1,3,1,2,28,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41010,09422,GRAND RAPIDS CHRISTIAN M.S.,1875 ROSEWOOD SE,GRAND RAPIDS,49506,,616,574,6350,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,MARY BROENE,jdeboer@grcs.org,40116.5201388889,Yes,1,0,,,,No,Yes,Yes,No,Yes,No,32,,,,,,32,,,,,,,,105,105,138,,,,,348,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
41160,09441,WEST MICHIGAN LUTHERAN HS,1934 52ND STREET SE,KENTWOOD,49508,,616,455,2200,Senior High School (9-12 or 10-12),Lutheran (Missouri Synod),41,41,DWIGHT ANDERSON,DANDERSON@WMLHS.ORG,40090.8993055556,Yes,2,0,,,,No,Yes,No,Yes,Yes,No,4,0,,1,4,,9,0,0,0,0,0,0,0,0,0,0,14,11,9,11,45,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
80160,07841,TRINITY LUTHERAN SCHOOL,725 PINE STREET,PAW PAW,49079,,269,657,5921,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),80,80,DEANNA J HINDENACK,DEANNA.HINDENACH@LSPORTAL.NET,40161.666712963,Yes,,,17,30,180,No,Yes,Yes,No,Yes,No,10,0,0,2,1,0,13,29,12,9,13,9,6,15,8,4,9,,,,,114,1,1,1,1,1,1,1,2,6,0,8,1,1,0,2,0,0,0,0
82010,06083,MUHAMMAD UNIVERSITY OF ISLAM,14880 WYOMING,DETROIT,48238,,313,931,0802,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,STACY MUHAMMAD,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,07851,BENJAMIN E MAYS MALE ACAD,3544 IROQUOIS,DETROIT,48214,,313,924,0014,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,LINDA PERKINS,MAYSACADEMY@SBCGLOBAL.NET,40126.6489467593,Yes,0,0,0,29,180,Yes,No,No,No,Yes,No,,,,,,,4,7,5,6,2,7,3,6,10,0,0,0,0,0,0,46,1,1,1,1,1,0,1,,4,,4,,1,,1,,1,,1
82100,07832,ST MICHAEL CHRISTIAN SCHOOL,7000 NORTH SHELDON ROAD,CANTON,48188,,734,459,9720,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,KAROLYNN O'NEIL,STMICHAELCHRISTIANCANTON@YAHOO.COM,40106.5416666667,Yes,0,,,,,No,Yes,No,Yes,Yes,No,1,0,0,0,2,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
33170,07882,SAINT MARTHA SCHOOL,1100 WEST GRAND RIVER AVENUE,OKEMOS,48864,,517,349,3322,Elementary School (Pre-K or K through 6-8),Roman Catholic,33,33,FRANCES HERRING,schoolprincipal@st-martha.org,40086.6177430556,Yes,7,,,,,No,Yes,No,Yes,Yes,No,12,,,1,1,,14,17,21,15,15,23,22,23,16,19,8,,,,,179,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
02070,04672,MUNISING BAPTIST SCHOOL,"PO BOX 339, N6285 CONNORS ROAD",WETMORE,49895,,906,387,3041,Elementary through High School (K-12),Baptist,52,02,BENJAMIN FRANKLIN II,upmbc@juno.com,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63040,07900,SHRINE ACADEMY,3500 WEST THIRTEEN MILE ROAD,ROYAL OAK,48073,,248,737,7898,Middle School (6-8 or 6-9),Roman Catholic,63,63,GABRIELLE ERKEN,nsawyer@shrineschools.com,40147.813599537,Yes,0,0,6,,182,No,Yes,No,Yes,Yes,No,9,,,,1,,10,,,,,,,,,75,76,,,,,151,1,1,1,1,1,1,1,,5,,5,,1,,1,,,,0
39010,08007,REFORMED HERITAGE CHRISTIAN,700 NORTH FLETCHER AVENUE,KALAMAZOO,49006,,269,383,0505,Elementary through High School (K-12),Unaffiliated - Religious,39,39,DAVE VANDER MEER,DNJVM5@ATT.NET,40090.8481481482,Yes,0,0,0,33,175,Yes,No,No,Yes,Yes,No,6,0,0,0,3,1,10,0,7,0,6,3,2,9,2,4,5,3,3,3,3,50,1,1,1,1,1,1,1,,4,2,6,,,,0,,,,0
74030,08010,COUNTRY MEADOWS MONTESSORI,8622 DIXIE HIGHWAY,FAIR HAVEN,48023,,586,725,2042,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,74,74,JEANETTE L BOSTICK,EMAIL@COUNTRY-MEADOWS-MONTESSORI.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
71050,04842,ONAWAY SDA SCHOOL,"21440 M-68 WEST, PO BOX 156",ONAWAY,49765,,989,733,8600,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),16,71,GRACE IVEY,BDAVIS@MISDA.ORG,40089.9552546296,Yes,0,0,,31,176,No,Yes,Yes,No,Yes,No,1,,,,,,1,,1,,2,,1,,,1,,,,,,5,1,1,1,1,1,1,0,,1,,1,,,,0,,,,0
61060,08054,WEST SHORE LUTHERAN SCHOOL,3225 ROOSEVELT ROAD,MUSKEGON,49441,,231,755,1048,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),61,61,BRAD FEENSTRA,BRAD04_92@YAHOO.COM,40161.6102430556,Yes,6,,,,,No,Yes,Yes,No,Yes,No,5,0,0,0,0,0,5,60,8,4,8,4,6,3,8,6,5,,,,,112,1,1,1,1,1,1,0,,,,0,,,,0,,,,0
11240,08053,RUTH MURDOCH ELEM SCHOOL,8885 GARLAND AVENUE,BERRIEN SPRINGS,49104,,269,471,3225,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),11,11,DAVID WALLER,BDAVIS@MISDA.ORG,40090.8646527778,Yes,0,0,,31,178,No,Yes,No,Yes,Yes,No,12,,,,2,1,15,,26,31,21,38,28,30,24,34,21,,,,,253,1,1,1,1,1,1,1,,15,,15,,1,,1,,,,0
63010,09435,LEARNING CIRCLE ACADEMY,2075 WALNUT LAKE ROAD,WEST BLOOMFIELD,48323,,248,538,0115,Elementary through High School (K-12),Unaffiliated - Secular,63,63,BONNIE MC DONALD,INFO@LEARNINGCIRCLEACADEMY.ORG,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82100,09519,SPIRITUS SANCTUS ACADEMY,10450 JOY ROAD,PLYMOUTH,48170,,734,414,8430,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,81,81,SONIA M ZAWACKI,SZAWACKI@SPIRITUSSANCTUS.ORG,40116.5548263889,Yes,0,0,10,35,167,Yes,No,No,No,Yes,No,,,,,,,,0,15,25,23,26,16,25,17,23,17,0,0,0,0,187,1,1,1,1,1,1,1,,9,,9,,1,,1,,2,,2
63150,08044,CHRISTIAN LEADERSHIP ACADEMY,3668-B N LIVERNOIS,TROY,48083,,248,457,1510,Elementary through High School (K-12),Unaffiliated - Religious,63,63,ROBIN SCHMIDT,RSCHMIDT@CLA-EDU.ORG,40086.4736342593,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,0,14,25,9,21,17,8,12,13,7,13,5,4,3,151,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
11310,07194,BETHEL CHRISTIAN ACADEMY,945 CHIPPEWA ST  PO BOX 183,BUCHANAN,49107,0183,269,695,3356,Elementary through High School (K-12),Unaffiliated - Religious,11,11,JOYCE A STOUGH,BCA2009@SBCGLOBAL.NET,40161.5075115741,Yes,,,,,,Yes,No,No,Yes,Yes,No,0,0,0,3,0,0,3,,,,3,3,5,4,,2,3,3,2,5,4,34,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
26040,08064,WIRTZ AMISH SCHOOL,1725 WIRTZ ROAD,GLADWIN,48624,,,,,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,18,26,ORA TROYER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63030,08060,HAVENWYCK SCHOOL,1525 UNIVERSITY DRIVE,AUBURN HILLS,48326,,248,373,8626,Elementary through High School (K-12),Unaffiliated - Secular,63,63,JOE RHEAULT,JRHEAULT@PSYSOLUTIONS.COM,40086.6639699074,Yes,43,,45,30,211,No,Yes,Yes,No,Yes,No,4,,,,,,4,,,,,,,2,3,6,6,19,10,10,5,61,1,1,1,1,1,1,1,,2,2,4,,1,1,2,,,,0
26040,08168,LILAC GROVE AMISH SCHOOL,2873 KLAMER ROAD,GLADWIN,48624,,,,,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,18,26,ERVIN L WEAVER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
03040,02585,MOLINE CHRISTIAN SCHOOL,1253 144TH AVE PO BOX 130,MOLINE,49335,,616,877,4688,Elementary School (Pre-K or K through 6-8),Christian (CSI),03,03,KEVIN SALL,KEVIN.SALL@MOLINECHRSCH.ORG,40089.7572916667,Yes,33,0,,,,No,Yes,Yes,No,Yes,No,15,0,,,,,15,24,27,28,30,31,32,28,30,40,30,,,,,300,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
28010,08243,TRAVERSE CITY CHRISTIAN SCH,753 EMERSON ROAD,TRAVERSE CITY,49686,8815,231,929,1747,Junior/Senior High School (7-12),Christian (CSI),28,28,DR K PATRICK RODE,TCCHRISTIANSCHOOL@YAHOO.COM,40100.653599537,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,12,1,0,0,0,0,13,,,,,,,,12,19,24,24,30,24,20,153,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
81010,08266,ANN ARBOR HILLS CHILD DEV CT,2775 BEDFORD ROAD,ANN ARBOR,48104,,734,971,3080,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,81,81,RAMELLE ALEXANDER,ADMIN@AAHCDC.COM,40084.4312037037,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,3,,0,0,0,1,4,,17,7,9,,,,,,,,,,,33,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
25180,08282,GENESEE ACADEMY,9447 CORUNNA ROAD,SWARTZ CREEK,48473,,810,635,3890,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,25,25,ERUM MOHIUDDIN,GAPRINCIPAL@GMAIL.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
23065,08295,WALNUT CORNER SCHOOL,7655 KINSEL HIGHWAY,VERMONTVILLE,49096,,517,726,1393,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,23,23,JERRY MAST, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
79030,08305,THUMB AMISH PAROCHIAL SCHOOL,5824 PRINGLE ROAD,CASS CITY,48726,,,,,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,79,79,AARON HERSHBERGER,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,08318,W L BONNER CHRISTIAN ACADEMY,2441 EAST 7 MILE ROAD,DETROIT,48234,,313,368,7300,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,GLENDALE R REED,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
39065,08349,VINEYARD ACADEMY,"8510 M-89, PO BOX 102",RICHLAND,49083,,269,629,7253,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,39,39,CARRIE JEWETT,DEER.BLK@SBCGLOBAL.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
41160,08356,ST MARK LUTHERAN SCHOOL,1934 52ND STREET SE,KENTWOOD,49508,,616,281,7892,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),41,41,JOEL M BAHR,JBAHR@SMLS.NET,40161.5903935185,Yes,,,8,32,175,No,Yes,No,Yes,Yes,No,5,0,0,1,1,1,8,43,17,12,10,10,10,10,9,3,7,,,,,131,1,1,1,1,1,1,1,1,5,0,6,0,1,0,1,0,0,0,0
81010,08357,SUMMERS-KNOLL SCHOOL,2015 MANCHESTER ROAD,ANN ARBOR,48104,,734,971,7991,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,81,81,JOANNA HASTINGS,JHASTINGS@SUMMERS-KNOLL.ORG,40212.4135185185,Yes,0,0,4,29,168,No,Yes,No,Yes,Yes,No,5,,0,1,1,1,8,0,8,9,5,10,2,2,0,0,0,0,0,0,0,36,1,1,1,1,0,0,0,0,4,0,4,0,1,0,1,0,1,0,1
22030,08391,PINE MOUNTAIN CHRISTIAN SCH,N3770 PINE MOUNTAIN ROAD,IRON MOUNTAIN,49801,,906,779,7640,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),22,22,JAY HELLMAN,BDAVIS@MISDA.ORG,40089.9889699074,Yes,0,0,1,31,176,No,Yes,No,Yes,Yes,No,1,,,,,1,2,,1,2,3,4,2,4,2,2,6,,,,,26,1,1,1,1,0,0,0,,2,,2,,,,0,,,,0
33010,08389,GREATER LANSING ISLAMIC SCH,920 SOUTH HARRISON ROAD,EAST LANSING,48823,,517,332,3700,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,33,33,KAREN ELSADEK, ,40245.6534375,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,6,,0,4,1,1,12,26,23,22,17,10,10,10,8,8,10,,,,,144,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
61080,08386,BROADWAY BAPTIST SCHOOL,2892 OAK LANE,MUSKEGON,49444,,231,733,1627,Elementary through High School (K-12),Baptist,61,61,DONALD R LETSON,LETSON7@MSN.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,08387,PEOPLE'S BAPTIST CHRISTIAN,3000 MCDOUGALL STREET,DETROIT,48207,,313,579,2034,Elementary School (Pre-K or K through 6-8),Baptist,82,82,BOYD BRAXTON, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
50230,08400,OAKLAND CHILDREN'S ACADEMY,2160 EAST MAPLE ROAD,TROY,48083,,248,589,3590,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,50,50,SHERIN THOMAS, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
70020,08401,DAYSTAR CHRISTIAN ACADEMY,11025 PAW PAW DRIVE,HOLLAND,49424,,616,396,1586,Elementary through High School (K-12),Unaffiliated - Religious,70,70,DR TOM EARLY, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63030,08417,ND MARIST ACADE. MIDDLE DIV.,1300 GIDDINGS ROAD,PONTIAC,48340,,248,373,5371,Middle School (6-8 or 6-9),Roman Catholic,63,63,SANDRA FAVROW,kmitchell@ndpma.org,40089.9171875,Yes,,,0,35,180,No,Yes,Yes,No,Yes,No,10,0,,,,,10,,,,,,,,52,76,73,,,,,201,1,1,1,1,1,1,1,,10,,10,,2,,2,,0,,0
67050,08426,CHARITY ECHOS SCHOOL,7414 20-MILE ROAD,MARION,49665,,231,743,0135,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,83,67,DANIEL L BYLER, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
74050,08447,MONTESSORI CHILDREN'S ACAD,955 FRED W MOORE,ST CLAIR,48079,,810,329,7592,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,74,74,JENNIFER BROWN,JBROWN199@SBCGLOBAL.NET,40096.7647453704,Yes,0,0,0,35,171,No,Yes,No,Yes,Yes,No,0,0,0,3,2,0,5,23,6,9,3,0,2,5,0,0,0,0,0,0,0,48,1,1,1,1,0,0,0,3,2,,5,,,,0,,,,0
82100,08506,ALL SAINTS SCHOOL,48735 WARREN ROAD,CANTON,48187,,734,459,2490,Elementary School (Pre-K or K through 6-8),Roman Catholic,82,82,KRISTEN STRAUSBAUGH,ASCS9@HOTMAIL.COM,40084.365150463,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,29,,,,,,29,50,44,49,41,51,58,64,64,60,54,,,,,535,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
23010,08533,MT OLIVET CHRISTIAN SCHOOL,22980 13-MILE RD PO BOX 8,BELLEVUE,49021,,269,763,0190,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,13,23,STEVEN DOTY,STEVEDOTY@DISHMAIL.NET,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82030,08531,MUSLIM AMERICAN YOUTH ACAD,19500 FORD ROAD,DEARBORN,48128,,313,436,3300,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,HALA HAZIMI,HALLERS49@SBCGLOBAL.NET,40089.868587963,Yes,2,0,4,35,172,No,Yes,Yes,No,Yes,No,21,7,,,,,28,60,26,35,31,36,34,32,24,27,16,0,0,0,0,321,1,1,1,1,1,0,1,6,16,0,22,1,1,0,2,0,10,0,10
41010,08539,EASTSIDE CHRISTIAN SCHOOL,2792 MICHIGAN  NE,GRAND RAPIDS,49506,,616,942,2939,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,41,41,JUDIE FEENSTRA,EASTSIDE@EASTSIDE-CHRISTIAN.ORG,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
81010,04948,ANN ARBOR ADVENTIST ELEM SCH,2796 PACKARD ROAD,ANN ARBOR,48108,,734,971,5570,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),81,81,LLOYD SMITH,BDAVIS@MISDA.ORG,40084.3668518519,Yes,0,0,1,31,176,No,Yes,Yes,No,Yes,No,2,,,,,,2,,,4,5,,1,1,1,1,3,,,,,16,1,1,1,1,0,0,0,,2,,2,,,,0,,,,0
12010,07138,BRANCH COUNTY CHRISTIAN SCH,260 E GARFIELD RD #73,COLDWATER,49036,,517,282,6087,Junior/Senior High School (7-12),Unaffiliated - Religious,12,12,KAY C LOCKWOOD, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
12010,08551,FISKE INTERNATIONAL SCHOOL,380 NORTH FISKE ROAD,COLDWATER,49036,,517,238,4066,Junior/Senior High School (7-12),Unaffiliated - Religious,12,12,JOYCE BOWERMAN,OFFICE@BRANCHCOCHRISTIAN.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82055,08559,FOUND FOR EXCEPTIONAL CHILD,16 LAKESHORE ROAD,GROSSE POINTE FARMS,48236,,313,885,8660,Elementary through High School (K-12),Unaffiliated - Secular,82,82,DEBORAH C MOFFAT, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
41210,08570,ROCKFORD CHRISTIAN SCHOOL,6060 BELDING ROAD NE,ROCKFORD,49341,,616,574,6400,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,41,41,JANICE VANDER WERP,kradius@grcs.org,40096.7261226852,Yes,34,0,0,30,175,No,Yes,Yes,No,Yes,No,20,,,,,,20,53,28,20,26,25,26,20,22,20,26,,,,,266,1,1,1,1,1,1,1,1,15,,16,1,,,1,,,,0
82010,08647,OPEN DOOR MONTESSORI INST,16825 WYOMING,DETROIT,48221,,313,345,0003,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,MYA MANCIEL,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
28010,08658,MONTESSORI CHILDREN'S HOUSE,5363 N LONG LAKE ROAD,TRAVERSE CITY,49684,,231,929,9325,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,28,28,COLLEEN CHRISTENSEN, ,40161.5256828704,Yes,7,,,,,No,Yes,No,Yes,Yes,No,1,0,0,0,7,0,8,58,41,15,11,12,10,7,8,,,,,,,162,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
