"DCODE-BCODE";"DNAME - BNAME";"DCODE";"DNAME";0;"BCODE";"BNAME";0
"50180-03193";"RICHMOND COMMUNITY SCHOOLS - RICHMOND COMMUNITY HIGH SCHOOL";;;;"04549";"WILLOW HILL ELEMENTARY SCHOOL";0
"50180-04530";"RICHMOND COMMUNITY SCHOOLS - WILL L. LEE SCHOOL";;;;"04550";"WILLOW RUN HIGH SCHOOL";0
"50180-05958";"RICHMOND COMMUNITY SCHOOLS - RICHMOND MIDDLE SCHOOL";;;;"04551";"WILLOW SCHOOL";0
"50190-00000";"ROMEO COMMUNITY SCHOOLS - ALL SCHOOLS";;;;"04552";"WILSON COMMUNITY SCHOOL";0
"50190-00839";"ROMEO COMMUNITY SCHOOLS - CROSWELL ELEMENTARY SCHOOL";;;;"04554";"PHOENIX ELEMENTARY";0
"50190-01834";"ROMEO COMMUNITY SCHOOLS - INDIAN HILLS ELEMENTARY SCHOOL";;;;"04557";"WINANS ELEMENTARY SCHOOL";0
"50190-03256";"ROMEO COMMUNITY SCHOOLS - ROMEO HIGH SCHOOL";;;;"04558";"WINCHELL ELEMENTARY SCHOOL";0
"50190-03257";"ROMEO COMMUNITY SCHOOLS - ROMEO MIDDLE SCHOOL";;;;"04560";"WINDEMERE VIEW ELEMENTARY SCHOOL";0
"50190-04375";"ROMEO COMMUNITY SCHOOLS - WASHINGTON ELEMENTARY SCHOOL";;;;"04561";"WINDOVER HIGH SCHOOL";0
"50190-06119";"ROMEO COMMUNITY SCHOOLS - AMANDA MOORE ELEMENTARY SCHOOL";;;;"04562";"WINES ELEMENTARY SCHOOL";0
"50190-06361";"ROMEO COMMUNITY SCHOOLS - POWELL MIDDLE SCHOOL";;;;"04569";"WINTERHALTER ELEMENTARY SCHOOL";0
"50190-06589";"ROMEO COMMUNITY SCHOOLS - HAMILTON PARSONS ELEM. SCHOOL";;;;"04571";"WIXOM ELEMENTARY SCHOOL";0
"50190-09034";"ROMEO COMMUNITY SCHOOLS - HEVEL ELEMENTARY";;;;"04575";"WOLFE MIDDLE SCHOOL";0
"50200-00000";"SOUTH LAKE SCHOOLS - ALL SCHOOLS";;;;"04576";"OAKRIDGE LOWER ELEMENTARY SCHOOL";0
"50200-00155";"SOUTH LAKE SCHOOLS - AVALON ELEMENTARY SCHOOL";;;;"04577";"WOLVERINE ELEMENTARY SCHOOL";0
"50200-01127";"SOUTH LAKE SCHOOLS - ELMWOOD ELEMENTARY SCHOOL";;;;"04579";"WOODDALE ELEMENTARY SCHOOL";0
"50200-02444";"SOUTH LAKE SCHOOLS - SOUTH LAKE MIDDLE SCHOOL";;;;"04581";"WOODLAND ELEMENTARY SCHOOL";0
"50200-02944";"SOUTH LAKE SCHOOLS - PARE ELEMENTARY SCHOOL";;;;"04583";"WOODLAND ELEMENTARY SCHOOL";0
"50200-03520";"SOUTH LAKE SCHOOLS - SOUTH LAKE HIGH SCHOOL";;;;"04585";"WOODLAND ELEMENTARY SCHOOL";0
"50200-08339";"SOUTH LAKE SCHOOLS - KOEPSELL EDUCATION CENTER";;;;"04586";"LAKEVIEW MIDDLE SCHOOL";0
"50210-00000";"UTICA COMMUNITY SCHOOLS - ALL SCHOOLS";;;;"04587";"WOODROW WILSON SCHOOL";0
"50210-00457";"UTICA COMMUNITY SCHOOLS - BURR ELEMENTARY SCHOOL";;;;"04588";"WOODROW WILSON ELEMENTARY SCHOOL";0
"50210-00958";"UTICA COMMUNITY SCHOOLS - DRESDEN ELEMENTARY SCHOOL";;;;"04595";"WOODSIDE ELEMENTARY SCHOOL";0
"50210-00983";"UTICA COMMUNITY SCHOOLS - SCHWARZKOFF ELEMENTARY SCHOOL";;;;"04598";"WESTERN MIDDLE SCHOOL";0
"50210-01152";"UTICA COMMUNITY SCHOOLS - EPPLER JUNIOR HIGH SCHOOL";;;;"04600";"WOODWARD SCHOOL FOR TECHNOLOGY AND RESEARCH";0
"50210-01174";"UTICA COMMUNITY SCHOOLS - EWELL ELEMENTARY SCHOOL";;;;"04602";"WOODWORTH ELEMENTARY SCHOOL";0
"50210-01250";"UTICA COMMUNITY SCHOOLS - FLICKINGER ELEMENTARY SCHOOL";;;;"04607";"YALE ELEMENTARY SCHOOL";0
"50210-01866";"UTICA COMMUNITY SCHOOLS - JACK HARVEY ELEMENTARY SCHOOL";;;;"04608";"WYLIE E. GROVES HIGH SCHOOL";0
"50210-02608";"UTICA COMMUNITY SCHOOLS - MORGAN ELEMENTARY SCHOOL";;;;"04609";"CREEKSIDE INTERMEDIATE SCHOOL";0
"50210-02656";"UTICA COMMUNITY SCHOOLS - FRANK JEANNETTE JR. HIGH SCHOOL";;;;"04610";"WYOMING PARK HIGH SCHOOL";0
"50210-03077";"UTICA COMMUNITY SCHOOLS - PLUMBROOK ELEMENTARY SCHOOL";;;;"04613";"YALE SENIOR HIGH SCHOOL";0
"50210-03289";"UTICA COMMUNITY SCHOOLS - ROSE KIDD ELEMENTARY SCHOOL";;;;"04622";"CREEKSIDE MIDDLE SCHOOL";0
"50210-03456";"UTICA COMMUNITY SCHOOLS - SHELBY JUNIOR HIGH SCHOOL";;;;"04623";"ZEELAND EAST HIGH SCHOOL";0
"50210-04067";"UTICA COMMUNITY SCHOOLS - BROWNING ELEMENTARY SCHOOL";;;;"04624";"ZILWAUKEE K-8 SCHOOL";0
"50210-04069";"UTICA COMMUNITY SCHOOLS - BEMIS JUNIOR HIGH SCHOOL";;;;"04627";"ZINSER ELEMENTARY SCHOOL";0
"50210-04117";"UTICA COMMUNITY SCHOOLS - SWITZER ELEMENTARY SCHOOL";;;;"04650";"WEXFORD MONTESSORI MAGNET SCHOOL ";0
"50210-04468";"UTICA COMMUNITY SCHOOLS - WEST UTICA ELEMENTARY SCHOOL";;;;"04652";"FRUITPORT MIDDLE SCHOOL";0
"50210-04526";"UTICA COMMUNITY SCHOOLS - WILEY ELEMENTARY SCHOOL";;;;"04655";"POSEN CONSOLIDATED HIGH SCHOOL";0
"50210-05570";"UTICA COMMUNITY SCHOOLS - ISSAC MONFORT ELEMENTARY SCHOOL";;;;"04656";"POSEN ELEMENTARY SCHOOL";0
"50210-05587";"UTICA COMMUNITY SCHOOLS - MAGAHAY ELEMENTARY SCHOOL";;;;"04674";"BURGER DEVELOPMENT CENTER";0
"50210-05753";"UTICA COMMUNITY SCHOOLS - BRUCE COLLINS ELEMENTARY SCHOOL";;;;"04688";"VANDENBOOM ELEMENTARY SCHOOL";0
"50210-05754";"UTICA COMMUNITY SCHOOLS - DAVIS JUNIOR HIGH SCHOOL";;;;"04696";"JONESVILLE ALTERNATIVE H.S.";0
"50210-05755";"UTICA COMMUNITY SCHOOLS - WALSH ELEMENTARY SCHOOL";;;;"04733";"COLOMA MIDDLE SCHOOL";0
"50210-05756";"UTICA COMMUNITY SCHOOLS - CRISSMAN ELEMENTARY SCHOOL";;;;"04737";"PHOENIX/NEW CITY ALTERNATIVE";0
"50210-06180";"UTICA COMMUNITY SCHOOLS - ROBERTS ELEMENTARY SCHOOL";;;;"04787";"ENGLISHVILLE SCHOOL";0
"50210-06181";"UTICA COMMUNITY SCHOOLS - OAKBROOK ELEMENTARY SCHOOL";;;;"04802";"COOPERSVILLE JUNIOR HIGH SCHOOL";0
"50210-06182";"UTICA COMMUNITY SCHOOLS - DEKEYSER ELEMENTARY SCHOOL";;;;"04804";"OAK PARK PREPARATORY ACADEMY";0
"50210-06255";"UTICA COMMUNITY SCHOOLS - MALOW JUNIOR HIGH SCHOOL";;;;"04805";"STARK SCHOOL OF TECHNOLOGY";0
"50210-06263";"UTICA COMMUNITY SCHOOLS - GRAEBNER ELEMENTARY SCHOOL";;;;"04807";"VAN ZILE ELEMENTARY SCHOOL";0
"50210-06264";"UTICA COMMUNITY SCHOOLS - HAVEL ELEMENTARY SCHOOL";;;;"04812";"MCFARLANE ELEMENTARY SCHOOL";0
"50210-06265";"UTICA COMMUNITY SCHOOLS - HENRY FORD II HIGH SCHOOL";;;;"04817";"WALKERVILLE ELEMENTARY SCHOOL";0
"50210-06769";"UTICA COMMUNITY SCHOOLS - HERITAGE JUNIOR HIGH SCHOOL";;;;"04818";"POWER MIDDLE SCHOOL";0
"50210-06932";"UTICA COMMUNITY SCHOOLS - SCHUCHARD ELEMENTARY SCHOOL";;;;"04822";"CENTRAL ELEMENTARY SCHOOL";0
"50210-06933";"UTICA COMMUNITY SCHOOLS - FLOYD EBELING ELEMENTARY SCHOOL";;;;"04826";"BEAVERTON MIDDLE SCHOOL";0
"50210-07129";"UTICA COMMUNITY SCHOOLS - MESSMORE ELEMENTARY SCHOOL";;;;"04830";"CONANT ELEMENTARY SCHOOL";0
"50210-08459";"UTICA COMMUNITY SCHOOLS - BECK CENTENNIAL ELEM. SCHOOL";;;;"04837";"LOWREY ELEMENTARY SCHOOL";0
"50210-08783";"UTICA COMMUNITY SCHOOLS - UTICA CENTER FOR APPLIED LEARNING";;;;"04840";"BARK RIVER-HARRIS ELEMENTARY SCHOOL";0
"50210-09019";"UTICA COMMUNITY SCHOOLS - RICHARD J. DUNCAN ELEMENTARY";;;;"04846";"VASSAR JUNIOR HIGH SCHOOL";0
"50210-09533";"UTICA COMMUNITY SCHOOLS - BEACON TREE ELEMENTARY SCHOOL";;;;"04847";"WHITEFORD ELEMENTARY SCHOOL";0
"50220-00000";"VAN DYKE PUBLIC SCHOOLS - ALL SCHOOLS";;;;"04848";"CHURCHILL HIGH SCHOOL";0
"50220-01945";"VAN DYKE PUBLIC SCHOOLS - JOHN F. KENNEDY ELEMENTARY  SCHOOL";;;;"04849";"PIONEER MIDDLE SCHOOL";0
"50220-02201";"VAN DYKE PUBLIC SCHOOLS - LINCOLN HIGH SCHOOL";;;;"04851";"ALAMO ELEMENTARY SCHOOL";0
"50220-02205";"VAN DYKE PUBLIC SCHOOLS - LINCOLN MIDDLE SCHOOL";;;;"04856";"GALESBURG-AUGUSTA INTERMEDIATE SCHOOL";0
"50220-02379";"VAN DYKE PUBLIC SCHOOLS - MARJORIE CARLSON ELEMENTARY SCHOOL";;;;"04860";"SUPERIOR CENTRAL SCHOOL";0
"50220-02463";"VAN DYKE PUBLIC SCHOOLS - MCKINLEY ELEMENTARY SCHOOL";;;;"04861";"FREELAND ELEMENTARY SCHOOL";0
"50220-04368";"VAN DYKE PUBLIC SCHOOLS - WASHINGTON  ELEMENTARY SCHOOL";;;;"04880";"BATH MIDDLE SCHOOL";0
"50220-08595";"VAN DYKE PUBLIC SCHOOLS - THOMPSON COMMUNITY CENTER";;;;"04881";"KINAWA MIDDLE SCHOOL";0
"50230-00000";"WARREN CONSOLIDATED SCHOOLS - ALL SCHOOLS";;;;"04882";"PIONEER HIGH SCHOOL";0
"50230-00645";"WARREN CONSOLIDATED SCHOOLS - WARREN MOTT HIGH SCHOOL";;;;"04887";"SHIELDS ELEMENTARY SCHOOL";0
"50230-00814";"WARREN CONSOLIDATED SCHOOLS - COUSINO SENIOR HIGH SCHOOL";;;;"04900";"WEST HILLS MIDDLE SCHOOL";0
"50230-00835";"WARREN CONSOLIDATED SCHOOLS - CROMIE ELEMENTARY SCHOOL";;;;"04904";"WALT DISNEY ELEMENTARY SCHOOL";0
"50230-01486";"WARREN CONSOLIDATED SCHOOLS - GREEN ACRES ELEMENTARY SCHOOL";;;;"04905";"ISBISTER ELEMENTARY SCHOOL";0
"50230-02372";"WARREN CONSOLIDATED SCHOOLS - BLACK ELEMENTARY SCHOOL";;;;"04906";"BYRON CENTER WEST MIDDLE SCHOOL";0
"50230-02441";"WARREN CONSOLIDATED SCHOOLS - WILDE ELEMENTARY SCHOOL";;;;"04909";"UNIONVILLE-SEBEWAING ELEM. SCHOOL";0
"50230-02986";"WARREN CONSOLIDATED SCHOOLS - LEAN ELEMENTARY SCHOOL";;;;"04914";"HIGHLAND MIDDLE SCHOOL";0
"50230-03476";"WARREN CONSOLIDATED SCHOOLS - SIERSMA ELEMENTARY SCHOOL";;;;"04926";"ADLAI STEVENSON MIDDLE SCHOOL";0
"50230-04106";"WARREN CONSOLIDATED SCHOOLS - SUSICK ELEMENTARY SCHOOL";;;;"04927";"HIGHLANDS SCHOOL";0
"50230-04928";"WARREN CONSOLIDATED SCHOOLS - WILKERSON ELEMENTARY SCHOOL";;;;"04928";"WILKERSON ELEMENTARY SCHOOL";0
"50230-05571";"WARREN CONSOLIDATED SCHOOLS - ANGUS ELEMENTARY SCHOOL";;;;"04936";"ALBION SENIOR HIGH SCHOOL";0
"50230-05589";"WARREN CONSOLIDATED SCHOOLS - FILLMORE ELEMENTARY SCHOOL";;;;"04937";"ALCONA ELEMENTARY SCHOOL";0
"50230-05694";"WARREN CONSOLIDATED SCHOOLS - CARTER MIDDLE SCHOOL";;;;"04950";"ANNAPOLIS HIGH SCHOOL";0
"50230-05700";"WARREN CONSOLIDATED SCHOOLS - BEER MIDDLE SCHOOL";;;;"04954";"ARROWWOOD ELEMENTARY SCHOOL";0
"50230-05701";"WARREN CONSOLIDATED SCHOOLS - GRISSOM MIDDLE SCHOOL";;;;"04955";"ASHLEY ELEMENTARY SCHOOL";0
"50230-05960";"WARREN CONSOLIDATED SCHOOLS - WILLOW WOODS ELEMENTARY SCHOOL";;;;"04956";"THE FRANKLIN CENTER";0
"50230-05961";"WARREN CONSOLIDATED SCHOOLS - HARWOOD ELEMENTARY SCHOOL";;;;"04959";"AUTRAIN-ONOTA PUBLIC SCHOOL";0
"50230-05962";"WARREN CONSOLIDATED SCHOOLS - HATHERLY ELEMENTARY SCHOOL";;;;"04961";"BANGOR MIDDLE SCHOOL";0
"50230-06019";"WARREN CONSOLIDATED SCHOOLS - STERLING HEIGHTS SENIOR H.S.";;;;"04966";"CHIPPEWA HILLS INTERMEDIATE SCHOOL";0
"50230-06121";"WARREN CONSOLIDATED SCHOOLS - CARLETON MIDDLE SCHOOL";;;;"04975";"BENTHEIM ELEMENTARY SCHOOL";0
"50230-06123";"WARREN CONSOLIDATED SCHOOLS - HOLDEN ELEMENTARY SCHOOL";;;;"04984";"BLOOMFIELD HILLS ANDOVER H.S.";0
"50230-06291";"WARREN CONSOLIDATED SCHOOLS - FLYNN MIDDLE SCHOOL";;;;"04990";"BRIARWOOD ELEMENTARY SCHOOL";0
"50230-06684";"WARREN CONSOLIDATED SCHOOLS - JEFFERSON ELEMENTARY SCHOOL";;;;"04992";"BUCHANAN ELEMENTARY SCHOOL";0
"50240-00000";"WARREN WOODS PUBLIC SCHOOLS - ALL SCHOOLS";;;;"04995";"BUNCHE SCHOOL";0
"50240-04355";"WARREN WOODS PUBLIC SCHOOLS - WARREN WOODS MIDDLE SCHOOL";;;;"04999";"BURT TOWNSHIP SCHOOL";0
"50240-04490";"WARREN WOODS PUBLIC SCHOOLS - WESTWOOD ELEMENTARY SCHOOL";;;;"05002";"SULLIVAN ELEMENTARY SCHOOL";0
"50240-04990";"WARREN WOODS PUBLIC SCHOOLS - BRIARWOOD ELEMENTARY SCHOOL";;;;"05006";"CROSSROADS FOR YOUTH";0
"50240-05658";"WARREN WOODS PUBLIC SCHOOLS - PINEWOOD ELEMENTARY SCHOOL";;;;"05007";"CANNONSBURG ELEMENTARY SCHOOL";0
"50240-06267";"WARREN WOODS PUBLIC SCHOOLS - WARREN WOODS TOWER HIGH SCHOOL";;;;"05009";"CARMAN-AINSWORTH HIGH SCHOOL";0
"50902-00000";"CONNER CREEK ACADEMY EAST - ALL SCHOOLS";;;;"05011";"CASS CITY MIDDLE SCHOOL";0
"50902-08726";"CONNER CREEK ACADEMY EAST - CONNER CREEK ACADEMY EAST - ELEMENTARY";;;;"05019";"CHARLES A. POUPARD ELEM. SCHOOL";0
"50902-09089";"CONNER CREEK ACADEMY EAST - CONNER CREEK ACADEMY EAST-MI COLLEGIATE HIGH";;;;"05031";"CLINTONDALE MIDDLE SCHOOL";0
"50902-09310";"CONNER CREEK ACADEMY EAST - CONNER CREEK ACADEMY EAST-MI COLLEGIATE MIDDLE";;;;"05036";"COLON HIGH SCHOOL";0
"50903-00000";"HURON ACADEMY - ALL SCHOOLS";;;;"05037";"PULLMAN ELEMENTARY SCHOOL";0
"50903-08725";"HURON ACADEMY - HURON ACADEMY";;;;"05038";"COMSTOCK ALTERNATIVE H.S. ";0
"50904-00000";"CONNER CREEK ACADEMY - ALL SCHOOLS";;;;"05041";"COON SCHOOL";0
"50904-08737";"CONNER CREEK ACADEMY - CONNER CREEK ACADEMY";;;;"05048";"KNUDSEN ELEMENTARY SCHOOL";0
"50904-09098";"CONNER CREEK ACADEMY - CONNER CREEK ACADEMY - HIGH";;;;"05049";"NEWBERRY MIDDLE SCHOOL";0
"50905-00000";"ARTS ACADEMY IN THE WOODS - ALL SCHOOLS";;;;"05055";"DAVIS ELEMENTARY SCHOOL";0
"50905-08884";"ARTS ACADEMY IN THE WOODS - ARTS ACADEMY IN THE WOODS";;;;"05056";"DECATUR MIDDLE SCHOOL";0
"50906-00000";"MERRITT ACADEMY - ALL SCHOOLS";;;;"05065";"DRUMMOND ISLAND ELEM. SCHOOL";0
"50906-09077";"MERRITT ACADEMY - MERRITT ACADEMY";;;;"05067";"DUTTON ELEMENTARY SCHOOL";0
"50908-00000";"MT. CLEMENS MONTESSORI ACADEMY - ALL SCHOOLS";;;;"05068";"DWIGHT RICH MIDDLE SCHOOL";0
"50908-09294";"MT. CLEMENS MONTESSORI ACADEMY - MT. CLEMENS MONTESSORI ACADEMY";;;;"05070";"OXBOW ELEMENTARY SCHOOL";0
"50909-00000";"PREVAIL ACADEMY - ALL SCHOOLS";;;;"05071";"EAST HILLS MIDDLE SCHOOL";0
"50909-09451";"PREVAIL ACADEMY - PREVAIL ACADEMY";;;;"05073";"LEONARD ELEMENTARY SCHOOL";0
"50910-00000";"BEN ROSS PUBLIC SCHOOL ACADEMY - ALL SCHOOLS";;;;"05074";"CLARA B. BOLEN ELEMENTARY SCHOOL";0
"50910-09443";"BEN ROSS PUBLIC SCHOOL ACADEMY - BEN ROSS PUBLIC SCHOOL ACADEMY";;;;"05076";"EASTOVER ELEMENTARY SCHOOL";0
"50911-00000";"ACADEMY OF WARREN - ALL SCHOOLS";;;;"05083";"BRECKENRIDGE ELEMENTARY SCHOOL";0
"50911-09602";"ACADEMY OF WARREN - ACADEMY OF WARREN";;;;"05084";"FIEGEL ELEMENTARY SCHOOL";0
"50912-00000";"REACH CHARTER ACADEMY - ALL SCHOOLS";;;;"05085";"ELMWOOD ELEMENTARY SCHOOL";0
"50912-09905";"REACH CHARTER ACADEMY - REACH CHARTER ACADEMY";;;;"05097";"FIFE LAKE ELEMENTARY SCHOOL";0
"51020-00000";"BEAR LAKE SCHOOL DISTRICT - ALL SCHOOLS";;;;"05100";"FOREST ELEMENTARY SCHOOL";0
"51020-00237";"BEAR LAKE SCHOOL DISTRICT - BEAR LAKE HIGH SCHOOL";;;;"05101";"FOREST VIEW ELEMENTARY SCHOOL";0
"51020-06035";"BEAR LAKE SCHOOL DISTRICT - BEAR LAKE ELEMENTARY SCHOOL";;;;"05104";"FRANKLIN ELEMENTARY SCHOOL";0
"51045-00000";"KALEVA NORMAN DICKSON SCHOOL DISTRICT - ALL SCHOOLS";;;;"05109";"OWENDALE-GAGETOWN ELEMENTARY SCHOOL";0
"51045-00392";"KALEVA NORMAN DICKSON SCHOOL DISTRICT - BRETHREN HIGH SCHOOL";;;;"05115";"ROSCOMMON HIGH SCHOOL";0
"51045-01990";"KALEVA NORMAN DICKSON SCHOOL DISTRICT - KALEVA ELEMENTARY SCHOOL";;;;"05119";"GLEN LAKE ELEMENTARY SCHOOL";0
"51045-04432";"KALEVA NORMAN DICKSON SCHOOL DISTRICT - WELLSTON ELEMENTARY SCHOOL";;;;"05140";"KINCHELOE ELEMENTARY SCHOOL";0
"51045-08746";"KALEVA NORMAN DICKSON SCHOOL DISTRICT - BRETHREN MIDDLE SCHOOL";;;;"05141";"CARROLLTON ELEMENTARY SCHOOL";0
"51060-00000";"ONEKAMA CONSOLIDATED SCHOOLS - ALL SCHOOLS";;;;"05142";"GROSSE POINTE NORTH HIGH SCHOOL";0
"51060-02831";"ONEKAMA CONSOLIDATED SCHOOLS - ONEKAMA  ELEMENTARY SCHOOL";;;;"05144";"THOMAS M. RYAN  INTERMEDIATE SCHOOL";0
"51060-05855";"ONEKAMA CONSOLIDATED SCHOOLS - ONEKAMA  MIDDLE/HIGH SCHOOL";;;;"05145";"GWINN MIDDLE SCHOOL";0
"51070-00000";"MANISTEE AREA SCHOOLS - ALL SCHOOLS";;;;"05150";"ALTERNATIVE EDUCATION";0
"51070-01912";"MANISTEE AREA SCHOOLS - THOMAS JEFFERSON ELEM. SCHOOL";;;;"05152";"HEMLOCK MIDDLE SCHOOL";0
"51070-02016";"MANISTEE AREA SCHOOLS - JOHN F. KENNEDY ELEM. SCHOOL";;;;"05154";"GRIFFIN ELEMENTARY SCHOOL";0
"51070-02321";"MANISTEE AREA SCHOOLS - JAMES MADISON ELEMENTARY SCHOOL";;;;"05156";"CITY MIDDLE/HIGH SCHOOL";0
"51070-02339";"MANISTEE AREA SCHOOLS - MANISTEE HIGH SCHOOL";;;;"05157";"H.H. DOW HIGH SCHOOL";0
"51070-06743";"MANISTEE AREA SCHOOLS - MANISTEE MIDDLE SCHOOL";;;;"05158";"HERITAGE HIGH SCHOOL";0
"51903-00000";"CASMAN ALTERNATIVE ACADEMY - ALL SCHOOLS";;;;"05160";"HICKORY GROVE ELEMENTARY SCHOOL";0
"51903-08477";"CASMAN ALTERNATIVE ACADEMY - CASMAN ALTERNATIVE ACADEMY";;;;"05162";"HILBERT MIDDLE SCHOOL";0
"52000-00000";"MARQUETTE-ALGER RESA - ALL SCHOOLS";;;;"05163";"HILL ELEMENTARY SCHOOL";0
"52000-08859";"MARQUETTE-ALGER RESA - MARQUETTE-ALGER ADMINISTRATIVE UNIT";;;;"05166";"LINCOLN MIDDLE SCHOOL";0
"52015-00000";"N.I.C.E. COMMUNITY SCHOOLS - ALL SCHOOLS";;;;"05179";"ALLEN ELEMENTARY SCHOOL";0
"52015-06054";"N.I.C.E. COMMUNITY SCHOOLS - WESTWOOD HIGH SCHOOL";;;;"05180";"HOWARD T. BURT ELEMENTARY SCHOOL";0
"52015-08499";"N.I.C.E. COMMUNITY SCHOOLS - ASPEN RIDGE ELEMENTARY SCHOOL";;;;"05184";"CARL T. RENTON JR. HIGH SCHOOL";0
"52015-08500";"N.I.C.E. COMMUNITY SCHOOLS - ASPEN RIDGE MIDDLE SCHOOL";;;;"05197";"KENNEDY MIDDLE SCHOOL";0
"52015-08864";"N.I.C.E. COMMUNITY SCHOOLS - ISHPEMING-NEGUANEE-NICE COMM. ED. DIVISION";;;;"05212";"KETTLE LAKE ELEMENTARY SCHOOL";0
"52040-00000";"GWINN AREA COMMUNITY SCHOOLS - ALL SCHOOLS";;;;"05217";"NORTON ELEMENTARY SCHOOL";0
"52040-01385";"GWINN AREA COMMUNITY SCHOOLS - GEORGE D. GILBERT ELEM. SCHOOL";;;;"05219";"EMERALD ELEMENTARY SCHOOL";0
"52040-01527";"GWINN AREA COMMUNITY SCHOOLS - GWINN HIGH SCHOOL";;;;"05220";"LAKEVIEW HIGH SCHOOL";0
"52040-01984";"GWINN AREA COMMUNITY SCHOOLS - K.I. SAWYER ELEMENTARY SCHOOL";;;;"05223";"GREEN ELEMENTARY SCHOOL";0
"52040-05145";"GWINN AREA COMMUNITY SCHOOLS - GWINN MIDDLE SCHOOL";;;;"05229";"LEGG MIDDLE SCHOOL";0
"52090-00000";"NEGAUNEE PUBLIC SCHOOLS - ALL SCHOOLS";;;;"05231";"LEONIDAS SCHOOL";0
"52090-00621";"NEGAUNEE PUBLIC SCHOOLS - NEGAUNEE MIDDLE SCHOOL";;;;"05233";"JOHN M. BARNES ELEM. SCHOOL";0
"52090-02108";"NEGAUNEE PUBLIC SCHOOLS - LAKEVIEW SCHOOL";;;;"05236";"LINCOLN HEIGHTS ELEM. SCHOOL";0
"52090-02666";"NEGAUNEE PUBLIC SCHOOLS - NEGAUNEE HIGH SCHOOL";;;;"05239";"LONG MEADOW ELEMENTARY SCHOOL";0
"52100-00000";"POWELL TOWNSHIP SCHOOLS - ALL SCHOOLS";;;;"05246";"LUTHER ELEMENTARY SCHOOL";0
"52100-05362";"POWELL TOWNSHIP SCHOOLS - POWELL TWP. ELEMENTARY SCHOOL";;;;"05252";"E.F. RITTMUELLER MIDDLE SCHOOL";0
"52110-00000";"REPUBLIC-MICHIGAMME SCHOOLS - ALL SCHOOLS";;;;"05257";"MARCELLUS HIGH SCHOOL";0
"52110-03182";"REPUBLIC-MICHIGAMME SCHOOLS - REPUBLIC-MICHIGAMME SCHOOL";;;;"05258";"MARION ELEMENTARY SCHOOL";0
"52160-00000";"WELLS TOWNSHIP SCHOOL DISTRICT - ALL SCHOOLS";;;;"05260";"MARSHALL ELEMENTARY SCHOOL";0
"52160-04431";"WELLS TOWNSHIP SCHOOL DISTRICT - WELLS TOWNSHIP SCHOOL";;;;"05276";"KIRK ELEMENTARY SCHOOL";0
"52170-00000";"MARQUETTE AREA PUBLIC SCHOOLS - ALL SCHOOLS";;;;"05280";"SUMMERFIELD MIDDLE SCHOOL";0
"52170-01238";"MARQUETTE AREA PUBLIC SCHOOLS - SUPERIOR HILLS ELEMENTARY SCHOOL";;;;"05283";"MORAINE ELEMENTARY SCHOOL";0
"52170-02389";"MARQUETTE AREA PUBLIC SCHOOLS - MARQUETTE SENIOR HIGH SCHOOL";;;;"05284";"MORRIS ADLER ELEMENTARY SCHOOL";0
"52170-03402";"MARQUETTE AREA PUBLIC SCHOOLS - SANDY KNOLL SCHOOL";;;;"05295";"HOOVER ELEMENTARY SCHOOL";0
"52170-04688";"MARQUETTE AREA PUBLIC SCHOOLS - VANDENBOOM ELEMENTARY SCHOOL";;;;"05298";"BROWNSTOWN MIDDLE SCHOOL";0
"52170-06268";"MARQUETTE AREA PUBLIC SCHOOLS - BOTHWELL MIDDLE SCHOOL";;;;"05315";"NOVI HIGH SCHOOL";0
"52170-07755";"MARQUETTE AREA PUBLIC SCHOOLS - MARQUETTE ALTERNATIVE EDUCATION";;;;"05325";"OTTAWA ELEMENTARY SCHOOL";0
"52170-07822";"MARQUETTE AREA PUBLIC SCHOOLS - CHERRY CREEK ELEMENTARY SCHOOL";;;;"05326";"OTTAWA ELEMENTARY SCHOOL";0
"52170-09269";"MARQUETTE AREA PUBLIC SCHOOLS - GRAVERAET INTERMEDIATE SCHOOL";;;;"05333";"OVID-ELSIE HIGH SCHOOL";0
"52180-00000";"ISHPEMING PUBLIC SCHOOL DISTRICT - ALL SCHOOLS";;;;"05336";"PARK ELEMENTARY SCHOOL";0
"52180-00329";"ISHPEMING PUBLIC SCHOOL DISTRICT - BIRCHVIEW SCHOOL";;;;"05344";"PECK COMMUNITY ELEM. SCHOOL";0
"52180-00481";"ISHPEMING PUBLIC SCHOOL DISTRICT - C.L. PHELPS SCHOOL";;;;"05345";"PECK JR./SR. HIGH SCHOOL";0
"52180-01858";"ISHPEMING PUBLIC SCHOOL DISTRICT - ISHPEMING HIGH SCHOOL";;;;"05349";"PINE LAKE ELEMENTARY SCHOOL";0
"52901-00000";"NORTH STAR ACADEMY - ALL SCHOOLS";;;;"05350";"TUSTIN ELEMENTARY SCHOOL";0
"52901-08476";"NORTH STAR ACADEMY - NORTH STAR ACADEMY";;;;"05357";"POLK ELEMENTARY SCHOOL";0
"53000-00000";"MASON-LAKE ISD - ALL SCHOOLS";;;;"05362";"POWELL TWP. ELEMENTARY SCHOOL";0
"53000-08874";"MASON-LAKE ISD - MASON-LAKE ISD SPECIAL EDUCATION";;;;"05363";"R. GRANT GRAHAM ELEM. SCHOOL";0
